SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
4803,1,2,65,Rural,1,739705.0250253216
1002,5,3,32,Suburban,0,252403.257383737
4269,1,3,26,Urban,1,668569.0137080686
3933,3,2,89,Rural,1,658319.2453982608
4918,3,3,3,Urban,1,785210.1880929986
4917,2,3,92,Urban,0,784262.6068386174
4985,2,2,29,Urban,0,794164.0552750555
4751,3,2,58,Suburban,0,776672.957015041
897,1,1,18,Urban,0,157568.16582294865
1257,2,3,68,Urban,1,228438.37947276005
1758,2,1,1,Suburban,1,300404.48024642025
4856,1,2,3,Rural,1,742833.8622600246
4759,5,2,13,Suburban,1,811680.7287930924
3019,4,1,57,Rural,0,538002.9539727658
3644,4,2,7,Suburban,0,625216.5954217837
3975,3,2,88,Suburban,1,656633.5309372357
1480,5,2,64,Urban,1,324774.4775607915
2874,3,2,29,Suburban,0,507799.022782755
3905,2,1,76,Suburban,1,617207.460753771
3953,5,2,98,Rural,1,698032.108741203
3841,1,2,89,Urban,1,588005.3946619704
4016,5,2,78,Urban,0,689637.2491920923
2824,3,1,79,Rural,0,488280.7526055089
3146,3,1,25,Urban,0,521153.93856757786
1700,5,2,80,Rural,0,339315.3194248229
3070,1,3,40,Rural,0,478129.0143978477
3619,5,1,32,Suburban,0,637258.0412032455
619,4,3,89,Rural,0,173091.78079757933
2757,1,3,86,Suburban,0,419525.35106103215
4448,3,2,35,Suburban,1,723236.7139223753
4689,2,2,47,Rural,1,745005.5408841579
2174,1,2,92,Urban,0,332124.22821969783
3859,4,3,78,Suburban,1,657714.2697389835
2827,2,3,49,Rural,1,481804.1636931928
2960,4,1,72,Rural,0,529065.5792543312
2759,1,3,91,Suburban,1,421052.4335012467
3832,3,2,94,Suburban,1,641212.5615501804
4976,1,1,57,Rural,0,765490.4243595292
4044,3,3,69,Suburban,0,677011.9092493836
3128,5,3,76,Suburban,1,572740.4252564234
910,3,1,88,Urban,1,199721.54384814424
3774,4,3,93,Rural,1,654639.9965124647
3159,4,1,65,Urban,1,555957.2890332534
3654,4,3,74,Rural,0,606094.0049183735
4565,4,2,90,Rural,0,744735.6960453143
1560,4,2,33,Urban,0,319827.46757676644
3477,4,3,80,Urban,1,602439.5114784298
2214,2,3,87,Urban,1,388773.59401528095
4462,5,1,22,Rural,1,754636.7376813826
2810,4,1,2,Suburban,1,487496.76297574147
4916,2,2,27,Rural,1,780499.5145311026
4199,1,3,15,Rural,0,639500.8285531383
4535,5,2,88,Urban,0,769928.3313937067
4495,2,1,35,Urban,1,713961.1310218107
1253,1,2,22,Rural,0,195849.93139510253
2025,1,3,69,Urban,0,320868.01293284853
4238,1,1,55,Urban,1,657286.6263155458
4364,3,3,41,Rural,0,706511.0005817729
2968,4,2,78,Rural,1,520156.01969956903
2567,3,2,10,Suburban,1,459590.4768194142
1082,5,1,35,Suburban,1,261244.2885573578
1809,3,1,13,Suburban,1,337992.6232076933
2739,3,3,27,Urban,0,479499.80633926095
2189,5,3,43,Urban,0,416263.62107360957
2255,2,2,78,Urban,1,383470.48777158564
2572,1,1,60,Rural,1,420751.70321746106
638,3,2,29,Suburban,1,141519.03849919827
1389,1,2,78,Rural,0,229614.8801997197
4326,3,2,38,Rural,0,689805.8542813236
772,5,1,13,Urban,1,236600.2476265144
4227,4,1,80,Urban,0,720934.790704383
2422,3,3,19,Urban,0,410152.13125198067
3108,3,3,20,Urban,0,514068.1120233333
1193,2,2,3,Rural,1,227800.37998812788
984,1,3,14,Urban,0,184341.24254263358
2252,3,2,97,Urban,1,393540.91186510475
1223,1,2,3,Urban,1,228636.8254631964
3901,2,3,58,Suburban,1,617345.5339509286
2787,4,2,65,Suburban,0,505333.17664997885
4025,2,2,78,Rural,0,657540.7956017941
3540,4,2,28,Suburban,1,633492.5677345532
3583,5,3,90,Rural,1,624339.3361894407
3694,2,1,46,Urban,1,595702.4110357512
4914,5,2,66,Urban,0,838663.2367496912
2859,4,1,15,Urban,0,501018.4392205579
2787,2,3,57,Rural,1,448157.2400673564
4635,5,2,7,Suburban,1,780544.4685749027
899,5,2,8,Rural,0,217138.4037710093
4112,1,3,51,Urban,0,635475.7258941478
3475,1,1,72,Rural,0,523268.8592035462
2009,5,3,97,Suburban,1,398801.1917960838
1249,4,1,29,Urban,0,249305.1288532543
1167,3,2,48,Suburban,0,250184.5158485513
583,3,3,30,Suburban,0,136762.43500429334
2542,4,3,12,Suburban,1,453072.80669110856
1626,5,1,25,Suburban,1,332069.5956166779
4025,1,3,5,Rural,0,639142.2189327646
3095,3,2,75,Rural,0,531473.8516229475
2119,2,3,2,Urban,0,351210.4789557521
2998,3,2,33,Urban,0,521019.1904256027
3997,1,1,82,Rural,0,604839.2829295986
3013,3,2,61,Suburban,0,516733.71282903553
515,5,1,64,Urban,0,184696.18661816098
3498,3,1,38,Urban,0,604637.2844387041
3036,3,1,97,Rural,0,518422.89971242653
4806,5,2,64,Suburban,1,810178.8374928734
4001,1,1,94,Suburban,0,613554.8552842403
4503,3,2,19,Suburban,0,730535.9776792655
1400,5,2,40,Rural,0,295331.7530432112
3607,1,1,50,Suburban,0,572027.2994055328
1923,2,2,50,Suburban,0,337108.7514409293
1061,3,1,14,Urban,1,201229.77718455167
2566,1,1,2,Urban,1,409474.96444507764
1820,2,1,59,Rural,0,309765.08085093286
4624,5,3,32,Urban,0,799312.7284883917
3514,3,2,29,Suburban,0,582653.3652223941
3743,3,1,80,Urban,1,647985.1946366013
793,3,1,33,Rural,0,169621.10928826753
1078,4,2,78,Suburban,0,233042.0131143149
4624,5,1,9,Rural,0,784356.1673750666
3427,1,3,31,Urban,1,546538.4061140805
4527,4,1,76,Rural,0,745537.0214576913
591,5,3,23,Rural,0,197276.27506666968
3539,2,3,1,Urban,0,573635.9170196503
2565,1,1,87,Rural,0,408392.8868756473
4357,1,3,22,Urban,1,657707.0457696402
4200,2,1,12,Rural,1,679446.1046371602
4343,4,1,86,Rural,1,741187.4680782427
2729,2,2,53,Suburban,0,453116.19958369
1813,5,2,75,Urban,1,388121.6565901115
1529,2,2,9,Suburban,0,271976.19832948636
2903,3,2,11,Suburban,0,499230.71948417753
886,2,3,45,Urban,1,170151.01024693818
2691,5,3,19,Suburban,0,507028.75194157625
1650,4,1,73,Suburban,1,302051.3452933682
2977,4,2,39,Rural,0,535180.9867067506
969,5,3,34,Rural,0,249816.6911954426
2538,1,3,10,Suburban,1,421738.89162400854
1027,1,1,29,Suburban,1,169251.3717972323
4470,4,2,29,Rural,1,763951.1588511418
4387,5,2,23,Urban,0,760270.610143735
614,3,1,45,Rural,0,150845.315972491
3885,2,2,90,Urban,0,632581.9799335365
2732,1,3,38,Rural,1,432326.798823947
2518,2,1,46,Suburban,0,417998.4100511177
1578,5,1,74,Urban,1,319918.69314644486
1521,4,2,91,Suburban,1,299671.36414211773
4229,4,2,71,Urban,1,713637.9995710185
3954,2,1,16,Rural,0,645401.0320932198
3252,3,2,76,Suburban,1,547396.1413845072
4342,3,2,20,Suburban,0,721090.85242809
3891,1,2,71,Suburban,0,598886.6859497826
2374,1,1,5,Rural,0,373569.9506649941
4902,3,2,43,Suburban,1,796257.6304755749
2225,1,1,84,Rural,0,369646.8608941468
4885,2,3,48,Suburban,0,778775.7164043754
2404,2,2,94,Rural,0,388498.60511471244
4914,1,1,87,Suburban,0,761460.115630662
1206,4,2,69,Rural,1,237100.29891391261
3566,3,3,78,Urban,0,618843.9601384981
2294,5,3,59,Rural,0,454310.99530826585
2565,2,2,87,Rural,0,412968.6631689655
4560,1,1,99,Rural,0,710934.7207294586
657,1,3,17,Rural,0,118417.09346065542
2188,3,1,20,Urban,0,379177.48238449835
4794,2,1,69,Rural,1,758549.0666815722
797,5,2,17,Urban,0,233956.97221229426
3650,4,3,91,Rural,0,628000.8246201522
1516,2,1,32,Urban,0,271524.73547206545
1630,4,2,50,Suburban,1,316078.97308998834
1470,1,1,14,Suburban,0,242198.29376865266
2838,4,2,14,Rural,1,509425.2343976497
4956,4,3,93,Rural,0,812568.1562358178
4644,1,2,97,Suburban,1,718562.8443509137
4207,1,2,5,Urban,1,654630.2435532465
576,5,3,53,Urban,1,183716.29872537055
2170,1,3,83,Suburban,1,338726.76074709406
661,4,2,4,Urban,1,168570.71485188362
2878,1,2,95,Urban,1,444333.9098228058
1634,1,2,46,Rural,1,277992.29853283515
3447,4,2,9,Rural,0,609399.1600554786
1093,3,2,21,Urban,0,220197.85713187023
3397,4,1,9,Rural,0,594364.0352385135
3995,3,3,38,Rural,0,659366.9359217403
1628,4,3,31,Rural,1,329677.9135670044
2426,1,3,1,Suburban,0,392228.5539229248
4707,1,3,99,Rural,1,714927.6976252904
501,5,3,63,Rural,1,191482.43323455274
1014,3,3,62,Urban,0,221309.14194825306
1451,3,1,70,Urban,1,263312.2015353264
1376,5,2,41,Suburban,1,292393.1140466845
1540,3,1,14,Rural,1,297494.03346979985
2286,4,3,52,Suburban,0,416413.8720282845
4516,3,1,76,Suburban,1,731802.7646130548
1762,3,1,82,Urban,1,331903.95583181
4033,3,1,16,Urban,0,643010.4529098917
1213,3,2,70,Suburban,0,221054.50287565947
3739,2,3,69,Suburban,0,604597.6694380948
2451,5,2,9,Suburban,1,470537.6668893227
4709,5,3,66,Rural,0,786298.1647304837
2654,2,3,44,Urban,0,433699.3172762449
4787,2,3,95,Suburban,0,759205.0096493412
1910,4,3,49,Rural,0,375263.5276037782
3699,3,3,62,Rural,0,608811.279604537
2277,1,3,45,Urban,1,378423.78438619565
1514,5,1,1,Suburban,1,322586.69478492497
1896,5,3,82,Urban,0,391693.27006128104
2977,3,2,59,Urban,0,502825.90400124405
3023,4,3,97,Urban,1,537506.136774953
1517,3,1,83,Rural,0,282359.2327851116
593,2,1,72,Urban,1,123389.69707940052
1450,5,1,49,Suburban,0,318786.7256903101
2826,1,3,99,Urban,0,423559.5210208784
902,5,2,89,Suburban,0,243042.53758420105
3269,2,1,64,Urban,0,533535.3323033259
2633,5,1,59,Rural,0,504171.35874449165
3982,5,1,26,Suburban,0,683935.4774378223
4314,4,2,83,Suburban,0,719435.617242551
4567,3,2,42,Suburban,0,747106.7683205822
4754,4,3,45,Suburban,0,777436.8080547206
628,2,2,28,Rural,1,143680.19589695887
2376,2,3,40,Suburban,0,373779.36944583344
3676,4,3,21,Urban,0,659755.0627770715
3790,2,2,29,Suburban,1,606001.6588129593
1086,5,1,43,Urban,0,263494.5127163022
4944,1,3,70,Urban,1,763829.7093626785
4711,5,2,17,Urban,0,822662.6807043367
1802,1,3,7,Suburban,1,299481.9370276352
1474,4,1,4,Rural,0,302786.4411602649
716,4,2,85,Urban,0,189057.72284371845
4904,2,3,5,Rural,1,790077.9595288665
4081,5,1,20,Urban,1,732607.3035072102
3348,4,2,34,Urban,1,581101.9909461497
2621,2,3,84,Rural,0,435844.5522958547
3006,3,3,91,Suburban,0,513020.440882131
4369,1,2,84,Urban,0,675919.8347621148
2120,5,1,60,Suburban,1,429506.93497160345
4239,3,1,64,Urban,1,696904.0767801083
4517,5,3,92,Suburban,1,791208.2054317064
4079,5,3,79,Rural,0,712935.6784222254
1320,3,3,89,Rural,1,251515.32188957144
531,5,2,62,Suburban,1,187048.29615681712
4960,1,2,54,Suburban,0,752881.0433119792
1315,2,1,48,Urban,0,233976.7720831164
3897,4,2,99,Urban,0,664435.5810193397
918,2,1,13,Urban,0,165643.88800610165
1304,4,3,25,Suburban,0,279934.31039139035
844,5,3,95,Suburban,0,207448.07790338458
2541,4,3,6,Rural,0,469192.49172567413
2500,1,2,39,Urban,0,406020.24851137475
4680,2,2,45,Urban,0,728204.5573865206
2528,1,1,21,Rural,1,405755.0422084511
3639,1,1,70,Suburban,0,548818.7501702873
3150,4,3,3,Rural,1,549891.1680072501
1090,2,1,31,Suburban,1,211651.22627794105
3689,1,2,78,Suburban,0,566021.0164729601
4474,4,1,57,Urban,0,753510.6314176604
4611,3,2,69,Rural,0,753756.1961562822
3354,4,3,17,Rural,1,566211.954805315
3439,5,3,54,Suburban,1,622687.0648488929
4218,2,3,62,Rural,1,664108.805721993
4053,4,3,30,Suburban,1,685830.5442144898
4872,5,3,44,Rural,0,857120.9211085942
3431,1,1,45,Rural,1,549015.0564957041
1419,2,1,85,Suburban,0,246504.13915741877
952,3,1,17,Urban,1,200876.72628568352
2488,4,3,50,Suburban,1,465741.39995259047
1027,1,2,45,Suburban,0,176999.7021252802
4982,4,3,77,Urban,0,819484.3244656856
2021,1,1,77,Suburban,0,311382.7779228208
3270,4,1,45,Urban,0,573197.5715214593
2002,3,1,11,Suburban,0,361303.4708427829
2311,2,1,73,Suburban,0,393444.22348906245
2500,1,3,8,Urban,0,393885.1529243535
555,3,2,39,Urban,0,139772.00978793766
4259,1,1,42,Urban,0,659720.9187154315
2388,3,3,64,Suburban,0,437193.76971493755
4229,2,1,45,Rural,1,644982.3644160652
4143,4,1,46,Urban,1,710170.771787479
3969,5,1,48,Suburban,0,688643.1717061445
4492,3,3,10,Urban,1,744562.0607848959
1714,3,1,78,Rural,0,313732.79974657134
4680,1,3,8,Urban,1,719178.3338063981
1154,1,3,76,Suburban,0,198938.09093477446
2368,3,2,63,Suburban,1,402854.4147905881
694,2,3,18,Rural,1,138572.3725372554
4065,5,1,69,Urban,1,712932.8848043932
4812,5,3,32,Suburban,1,815987.6541200265
1503,3,1,61,Suburban,1,270591.44386267377
4957,3,3,96,Rural,0,815146.1141640611
2625,2,1,13,Urban,1,436380.8555613569
1171,1,3,81,Rural,0,200586.0075467204
4201,5,2,57,Suburban,0,727256.9629920003
2340,3,1,36,Rural,1,422929.54703223024
3578,1,2,65,Rural,1,546661.4953316544
931,4,2,58,Rural,0,219608.1195189586
3050,3,1,99,Suburban,0,504642.7124416382
1163,5,1,3,Rural,1,280433.6859194893
2327,5,3,62,Rural,0,443277.5638696686
3294,3,3,46,Suburban,0,556362.7590318407
2211,5,3,30,Rural,1,429945.5400477892
2865,3,3,78,Urban,1,486428.8608151911
1378,3,2,20,Suburban,1,261199.89772199103
1716,1,1,21,Urban,0,288362.6414389659
2812,1,2,73,Rural,1,458333.18935070257
4264,1,2,94,Urban,0,667413.6981335434
4559,3,2,92,Rural,1,748939.3029637598
1180,5,1,41,Rural,0,287053.41979276715
2270,5,1,42,Rural,0,446071.4821479841
2126,4,1,19,Suburban,0,407722.77888807765
2162,3,2,6,Urban,1,371276.26426906936
3592,3,3,28,Urban,1,591374.1727981009
1639,4,1,16,Suburban,1,329142.27930480713
2509,1,2,88,Suburban,0,405551.49639669596
1078,3,3,99,Urban,1,238128.08576833524
3737,5,1,50,Urban,0,662407.6318715067
1487,4,1,52,Suburban,0,298705.4562159958
2625,2,1,54,Urban,1,452409.8506530424
2811,2,1,26,Rural,1,466461.82283134817
4324,4,3,47,Urban,0,738609.7777303583
4522,1,2,96,Urban,0,701221.4314329963
1758,1,2,39,Rural,0,290302.5579774613
3526,2,2,40,Suburban,0,577936.8196382693
3272,5,1,53,Rural,0,596311.3269018121
3184,5,3,39,Rural,0,576992.0510798084
1627,1,2,31,Urban,1,254910.9337551485
2276,4,2,22,Suburban,0,415113.6695630998
1961,5,2,4,Urban,1,401769.24509705685
4252,5,3,61,Urban,0,744756.2428008938
1964,1,1,69,Rural,1,315177.7761553398
4941,5,1,97,Urban,1,839142.4403784416
1298,5,1,95,Suburban,0,285791.6423538959
1156,5,2,86,Urban,0,269526.41307640827
2804,2,3,64,Suburban,1,460954.84077309753
4338,5,3,69,Suburban,1,751394.0730058209
3264,2,2,80,Urban,1,528670.2008790935
2053,2,1,7,Urban,1,345809.0674860539
1886,3,2,47,Rural,0,327552.3691952858
4659,2,2,25,Rural,1,735895.089279505
1961,5,1,23,Rural,0,388710.95937569323
616,4,1,6,Suburban,1,176452.84280011535
675,3,3,73,Rural,0,151359.6482166068
4752,5,3,83,Suburban,1,810589.6611196679
2614,1,2,42,Rural,0,402767.2630592857
1141,4,2,9,Urban,0,268234.37694176275
1984,5,2,9,Suburban,1,392497.97813847486
2719,5,2,40,Urban,1,535829.016722313
2682,2,2,4,Rural,1,448383.1579588959
4652,2,2,9,Urban,0,727730.493262523
2887,1,3,10,Urban,0,461587.812524552
4745,5,3,74,Urban,0,805035.5652447058
3326,1,2,30,Suburban,0,536745.7893379366
4540,1,1,55,Suburban,1,697989.7658570064
1815,1,2,3,Urban,0,296621.41228784283
914,4,3,4,Suburban,0,206553.81471706866
2254,2,1,52,Suburban,1,382166.57818246604
1566,2,2,90,Rural,1,276626.072394083
1804,2,3,18,Rural,1,320094.2837986439
4251,5,3,98,Rural,0,737008.7937466663
4253,3,3,51,Urban,0,692225.0139671288
2809,4,3,10,Urban,0,501058.5823977188
4948,3,1,5,Rural,0,803667.5565419697
4220,3,3,13,Urban,1,687520.3664215432
4036,4,2,86,Suburban,0,711441.8524674969
3015,4,1,41,Rural,1,525117.3315314327
802,4,3,90,Rural,1,192553.63327392127
3158,3,1,88,Urban,1,530846.6111964656
814,4,1,32,Urban,0,188982.34260368766
546,1,3,34,Rural,1,101046.84659182694
1111,3,3,88,Urban,0,214552.54251274548
4008,5,3,3,Rural,0,713629.0435523615
883,4,1,43,Urban,0,211149.36425514187
2434,5,3,22,Urban,1,460168.3829876808
1547,5,2,82,Suburban,1,319561.44050668494
818,5,3,76,Rural,1,232938.2824785384
3571,5,2,72,Urban,0,638726.9133798418
4356,1,2,42,Urban,0,668329.1296351191
2465,4,1,11,Urban,1,447408.5916294646
1538,5,2,96,Urban,0,337417.0533886809
787,2,1,7,Rural,1,154998.7346721698
4027,5,2,16,Rural,0,711372.5921277725
2415,5,1,92,Rural,0,484171.9708185533
4762,2,1,28,Rural,0,760846.5741217321
4238,4,3,23,Rural,0,708994.0964829862
1947,2,3,50,Urban,0,333869.2040086805
508,3,1,69,Suburban,0,148262.51310264808
1262,5,1,51,Rural,1,295175.2483598156
2390,1,2,74,Rural,1,379390.5021710694
3434,4,3,60,Urban,0,591386.5836884066
3061,2,2,90,Suburban,0,479840.32617029443
1049,3,2,20,Suburban,0,224856.806215445
1438,3,3,78,Urban,1,280551.9986684164
3498,3,2,90,Urban,1,589884.5109712201
1315,3,3,93,Suburban,1,265599.8329125718
2924,1,1,51,Suburban,0,480414.97952664475
1491,4,3,44,Rural,1,298210.2085517542
1101,3,2,60,Urban,1,225152.67831268706
2409,2,3,18,Suburban,0,383700.05400260346
4007,5,3,56,Rural,0,703889.0802002616
3154,3,1,10,Rural,0,525014.3871383582
3620,4,3,41,Urban,1,629584.4112201172
2447,5,3,74,Rural,0,451569.46993707755
2408,5,1,5,Rural,0,457700.7361542721
933,3,1,29,Rural,1,196858.12624302163
2621,2,2,99,Rural,0,419437.7215594693
1808,4,3,15,Suburban,1,349941.92339265917
541,3,3,9,Suburban,0,140792.72082305388
3189,3,2,53,Rural,0,548119.1049431898
594,4,1,39,Suburban,1,173110.02321353042
2896,5,1,6,Urban,1,541270.5531072767
1950,1,2,13,Suburban,0,321352.96368430386
2985,2,1,66,Urban,1,492355.32738440175
1718,4,1,3,Rural,1,349312.24917704915
4235,3,2,58,Suburban,1,685056.843746728
2093,2,1,49,Urban,0,349088.2272686572
3658,5,3,29,Urban,1,642261.6846005548
4268,4,3,84,Suburban,1,723052.2020527635
4689,5,1,6,Rural,1,801679.3975326745
560,5,1,52,Rural,0,192996.1175519733
4757,3,2,45,Suburban,0,774343.6857996071
4909,4,1,57,Suburban,0,802112.2532578879
2164,5,2,7,Urban,0,426121.85721440474
2626,4,1,30,Rural,1,478568.61129706167
1695,2,3,15,Suburban,0,289767.3553978558
2084,3,1,15,Urban,0,360045.56731140206
1794,3,2,63,Suburban,0,330386.0530272739
1956,2,3,48,Rural,1,325030.62027653673
2195,4,3,89,Urban,0,414629.7136192706
1918,2,1,31,Suburban,1,336103.86112065753
2411,2,3,72,Suburban,1,411069.9459957695
4098,1,2,54,Suburban,1,624197.806755265
1920,2,1,98,Suburban,1,347632.09098794486
3101,3,2,27,Suburban,1,509059.5505552396
3484,5,1,75,Suburban,0,632127.1726697483
3772,2,1,84,Rural,1,599154.1421831365
3058,3,1,91,Suburban,1,523710.64276987675
3843,4,1,77,Suburban,0,660712.3616900342
4809,4,3,2,Rural,1,814958.7979218202
3902,4,1,96,Suburban,0,679431.2312264887
4940,5,2,35,Suburban,0,850341.6915355045
2603,2,2,52,Urban,1,425664.5269749256
747,3,2,21,Suburban,0,178334.53045493065
1694,2,1,30,Urban,0,295147.52921788994
4283,4,3,20,Suburban,0,716603.4397786175
4454,1,1,52,Rural,1,688842.6324853046
3581,5,1,23,Suburban,0,631876.8739768118
3593,4,1,71,Urban,0,621579.0484095162
1211,2,3,0,Suburban,1,215671.01264245805
3094,5,2,22,Suburban,1,548862.6500273085
1422,4,2,27,Suburban,0,274741.1119310144
3213,1,2,88,Urban,1,504382.2039182366
1002,2,2,70,Suburban,0,204686.42779705703
1575,2,3,35,Suburban,1,266469.0546318173
1471,2,1,6,Suburban,1,260563.8622578392
3229,4,1,66,Suburban,0,559987.3234313406
3301,1,3,46,Suburban,0,503472.16815496306
1125,1,2,42,Urban,1,177687.73277454905
2581,2,3,23,Urban,0,418537.20509335515
3517,3,1,74,Rural,0,591917.3662758829
3714,1,2,14,Rural,0,560374.469311187
3842,5,3,39,Suburban,1,668499.99039015
3743,1,1,69,Urban,1,591389.3416737195
2243,2,1,42,Suburban,1,376837.2538495587
4397,2,2,90,Urban,1,685585.363594583
3035,2,2,42,Urban,1,492631.2212669174
3519,2,1,90,Rural,0,570377.3401235624
827,2,1,76,Rural,0,164199.63320881277
851,5,3,96,Suburban,1,216348.5894614647
3314,2,2,16,Urban,1,527127.6127029442
4875,2,1,49,Suburban,1,768621.5458363103
1039,5,1,46,Suburban,1,255415.42054349466
3153,1,3,58,Urban,1,496089.0237578901
4646,5,1,70,Suburban,1,810514.0503673597
3272,4,1,95,Urban,0,578863.6903773666
1984,1,3,67,Suburban,1,319349.3850776812
1179,5,1,9,Urban,1,275930.6815782422
1049,5,3,12,Suburban,1,252140.77134469492
4078,1,3,32,Suburban,1,632020.5569803964
4820,5,1,70,Suburban,0,811986.711076796
3969,3,3,57,Rural,0,654035.7811611288
1928,3,1,98,Suburban,0,349627.61163783586
1812,1,2,13,Suburban,1,291117.86234796746
4929,2,1,76,Urban,1,781436.375464732
1811,2,1,60,Suburban,0,313600.8180352684
2913,1,2,47,Urban,1,425427.5644912343
1022,3,2,9,Urban,0,208899.95213618714
4183,3,2,81,Suburban,1,685743.2508437445
2314,4,3,77,Urban,0,412478.58272402565
1221,3,3,98,Urban,1,240730.80735323916
3216,1,1,0,Rural,1,510874.8981167404
4859,3,1,79,Urban,1,790297.3471174691
2064,5,1,94,Rural,1,411673.34802037897
3815,5,3,57,Rural,1,663343.7659084637
3333,1,1,7,Rural,0,523179.36224166665
2436,5,2,80,Rural,0,466104.27572954743
1406,3,1,42,Rural,0,262915.74537454173
542,2,1,89,Suburban,1,116695.62212813996
2263,1,1,58,Rural,1,357334.6379460234
969,5,3,98,Suburban,1,253338.64855953224
3012,5,2,36,Rural,1,554428.3747219306
3193,1,2,89,Rural,1,520673.9665423483
1511,3,2,12,Rural,0,281179.48941078316
1683,2,3,66,Rural,0,295044.75758352684
4060,2,3,91,Suburban,0,661025.5621152843
4929,4,1,25,Rural,0,801819.2853938609
4639,4,2,72,Suburban,1,769797.4889115483
4375,2,2,26,Rural,1,697372.3367489015
2795,5,1,54,Suburban,0,536833.1862561647
4624,2,1,36,Urban,0,727644.8642248522
2373,3,2,99,Urban,1,422848.3883717475
583,2,2,16,Suburban,0,134596.47145422103
3460,2,1,47,Suburban,1,557523.4063230555
1008,3,3,4,Urban,0,206349.94263388406
2356,4,2,60,Urban,1,430919.1765068934
1022,2,1,0,Suburban,1,166351.1573170781
1353,2,1,0,Urban,1,228222.78527961593
2603,3,2,59,Rural,1,454170.946905032
2682,3,2,54,Rural,1,455804.45896965644
1432,4,2,58,Suburban,0,299752.7771846311
958,1,3,54,Suburban,0,159409.43562921794
3524,2,1,46,Rural,0,554373.2790527442
1433,2,1,27,Rural,0,232844.30189420326
3474,3,1,77,Rural,0,576345.2345385223
2881,4,1,94,Suburban,0,521275.1183913054
3385,2,2,94,Urban,1,544722.120126847
4125,1,2,40,Rural,1,632142.6868091114
2589,2,1,55,Suburban,1,428365.3875580558
694,5,2,44,Suburban,0,195800.7082914782
4669,1,2,94,Urban,0,722101.573283168
4054,4,1,97,Rural,1,681471.9891080013
4106,3,2,93,Rural,1,686843.4620094156
4118,2,2,62,Suburban,1,661722.3205196623
3563,4,2,62,Suburban,1,609007.5741219551
3218,2,2,81,Rural,0,521566.2410780281
4871,1,1,72,Rural,0,755610.8494881401
1267,1,3,22,Suburban,1,202279.3207777354
1410,2,2,30,Rural,1,256799.9114090496
1402,4,2,61,Rural,0,302646.8007255688
1578,3,2,89,Suburban,0,302064.8863624693
4303,1,2,67,Rural,1,671122.5956434025
1248,4,1,81,Urban,0,263483.2566898298
2252,5,2,13,Urban,1,433536.48583674134
3785,4,1,57,Rural,0,641416.7937550225
1175,2,1,13,Urban,1,228296.39455909102
2882,5,2,15,Urban,0,536950.4731942068
4533,5,2,88,Urban,1,781225.0491791293
4904,2,1,92,Rural,0,786864.1312403884
1214,3,2,45,Suburban,0,237768.8399634089
3301,5,3,73,Urban,1,613595.41731151
3459,2,1,57,Suburban,1,552075.2854552047
